Gene	avg_logFC	p_val_adj	AUC_score	RNA_Cluster
JMJD1C	0.877855401535119	1.57997614192222e-07	0.692300964565945	B-NK2
SLC38A1	0.815899139217439	4.45636299572899e-07	0.68544405017742	B-NK2
SPTBN1	0.875080606309264	7.4101931124974e-07	0.683729821580289	B-NK2
PXDN	0.738070992707197	7.41250411648982e-07	0.614960767654555	B-NK2
FOXO1	0.865581734883959	7.5286013634157e-07	0.634304562946674	B-NK2
PPP3CC	0.8749916115475	9.08258884444175e-07	0.637285721425359	B-NK2
ARID5A	0.825743328414499	9.52373183032318e-07	0.675860862611825	B-NK2
HLA-DMB	0.946709107421086	1.08722494286991e-06	0.67193762806737	B-NK2
HLA-DQB1	0.704160038310767	2.09083105692848e-06	0.676060772652306	B-NK2
DUSP1	0.814527677082799	2.79672105036891e-06	0.680523764306062	B-NK2
TRIM38	0.918792785088365	3.13297270985567e-06	0.674451496826428	B-NK2
MPP1	0.858361422648096	3.92280370710799e-06	0.678157329201859	B-NK2
TNFRSF21	0.815420092489025	5.97497331899976e-06	0.622814733369983	B-NK2
SLC44A2	0.837492285429867	6.2973306964908e-06	0.668019391273927	B-NK2
SCHIP1	0.84397351912348	7.63717800626402e-06	0.613813783797291	B-NK2
ENG	0.840306236086966	1.07693725798865e-05	0.659773102104053	B-NK2
HIST1H1D	0.894900895202371	1.8508892668851e-05	0.669978509670648	B-NK2
C17orf62	0.772216588482193	2.84611408702332e-05	0.66341896146734	B-NK2
STAG3	0.7689174775728	5.16084909134688e-05	0.5982158028887	B-NK2
APBB1IP	0.965441782298455	5.18919402339678e-05	0.664500974561447	B-NK2
CD69	1.22040982705639	7.98009630654951e-05	0.662621820180919	B-NK2
FAM26F	1.07352216449132	0.000101696782566295	0.659600679694138	B-NK2
EZR	1.16045159649127	0.000118732340499372	0.662032085561497	B-NK2
VAMP2	0.716209736702507	0.000119621118227353	0.663089109900545	B-NK2
FAM53B	0.812018453238229	0.000137234111853098	0.621350392323454	B-NK2
CMTM8	0.919577022826781	0.000143845232769539	0.596811434854316	B-NK2
ADD3	0.849865984852016	0.00046183608492907	0.653073616872407	B-NK2
HLA-DOA	0.863867277654979	0.00180574285071554	0.617457144285072	B-NK2
CIITA	0.717523524265041	0.00294559058091693	0.624828827027837	B-NK2
PDE4B	0.944469671841128	0.00397980451193046	0.616652506372132	B-NK2
ADA	0.778197804925986	0.00540698163726514	0.642640811634764	B-NK2
PSMB9	0.803506828684301	0.00743509838892847	0.641806187215753	B-NK2
RIMKLB	0.830517775441824	0.0132962427793776	0.633120095956819	B-NK2
SYNE3	0.743339373031703	0.0148279665037346	0.603333499925034	B-NK2
ARID5B	0.930745456212855	0.0203710768851578	0.612134539457244	B-NK2
VDAC1	0.837061680521483	0.0241798821303483	0.635306612024589	B-NK2
ST3GAL6	0.705116583215011	0.029568821964747	0.616245189664651	B-NK2
PIK3CD	0.728471640565455	0.0418853027126526	0.624848818031886	B-NK2
PDLIM1	1.32930991648575	9.39846934473263e-39	0.868858807718744	MEP1
ITGA2B	1.40423983099308	3.65432599672405e-36	0.848143664659356	MEP1
RGS18	0.991183680189282	5.20457195076658e-35	0.822163176954564	MEP1
RNF130	0.947953700535973	2.97732128654771e-34	0.872072386306513	MEP1
FCER1A	1.48623072750031	6.03399048652801e-34	0.851457266842435	MEP1
GATA1	0.757761892750211	4.01224153630633e-33	0.837102598561712	MEP1
TPM1	0.772154721784805	1.81349341831517e-30	0.80186864593699	MEP1
SLC40A1	0.818874736797605	1.36499565154027e-28	0.834448126224648	MEP1
PKIG	0.871736740457348	6.28489059156757e-27	0.826918144793131	MEP1
FERMT3	0.788626847183249	1.29296231375546e-26	0.828777557782862	MEP1
CTNNBL1	0.730652798679713	3.81585494094144e-24	0.813930465648307	MEP1
DAD1	1.1036016794109	1.32249589640768e-22	0.807580249699929	MEP1
LIMS1	0.805408482956926	6.28730985138562e-22	0.802214881459216	MEP1
DTD1	0.731999368524338	1.48832695354788e-21	0.790127414672179	MEP1
TMEM246	0.707117958739803	1.21384152280417e-20	0.732475353160233	MEP1
MGLL	0.926314843498716	1.69981127445888e-20	0.78825774285216	MEP1
S100A4	0.791131362301091	9.63063618130211e-19	0.782966751131036	MEP1
NAA38	0.702477441802185	3.05803146414941e-18	0.779435148804333	MEP1
CNRIP1	0.857983298053532	7.38848121768e-18	0.748263692973727	MEP1
PLEK	1.46320606901292	5.23216862777566e-16	0.762738902510336	MEP1
RSU1	0.772477503008638	4.10058347534515e-14	0.745237338038717	MEP1
HBD	0.871589473770721	2.28275787946703e-13	0.740092534649199	MEP1
KIF2A	0.740463703173706	8.80878352321343e-13	0.736065943761092	MEP1
PF4	0.959274382837392	0.00411682709151146	0.562712229551587	MEP1
PRG2	1.5416338505366	5.20390477485528e-49	0.775404481192263	EBM
BACE2	1.02739654476794	1.19777830050291e-42	0.736661903060617	EBM
ANGPT2	1.17070998308038	4.46375999761822e-35	0.778951666411474	EBM
MS4A3	2.13698748015501	5.73588225533285e-34	0.905957059494037	EBM
SLC45A3	1.36020346652432	6.81328832487901e-33	0.842430970244475	EBM
HDC	2.98408978345231	1.68954618042239e-29	0.887400261998333	EBM
GATA2	2.16733221394744	3.33852787043071e-29	0.935750863403597	EBM
SRGN	1.79663689452352	1.15122982560055e-25	0.919614147909968	EBM
ALOX5AP	1.44378704044334	2.85282724658776e-25	0.805168512564011	EBM
IKZF2	0.931853738828467	1.55860984631129e-24	0.772376188774903	EBM
CSF2RB	1.8010747102628	1.82004816565917e-24	0.872173735517787	EBM
LMO4	2.15647250440898	1.16200502073461e-23	0.888999472600759	EBM
CLC	3.87806053652167	1.55161188875874e-23	0.867103897650521	EBM
CCDC88A	1.19793850247577	1.72752633486018e-21	0.882500552918559	EBM
FAM46A	1.30642240712228	3.20994553004242e-21	0.863701321900679	EBM
CERKL	1.15389607742245	1.96711050544995e-20	0.877162762210994	EBM
MS4A2	2.06499203888611	2.85948059297385e-19	0.726730635090764	EBM
ANXA1	1.31430465990891	2.93157717808173e-19	0.868796679086068	EBM
FAM101B	1.55479110279087	4.20506633227335e-19	0.856640977219755	EBM
EEF2	0.738170485741014	3.47584870534519e-18	0.859690535735552	EBM
PABPC4	0.874405175585301	3.96702349750854e-18	0.858435835927797	EBM
TPSAB1	0.861946186490485	7.33925934244738e-18	0.680081321560421	EBM
KCNH2	0.896437789844917	2.81213959473273e-17	0.750421068749043	EBM
CD84	1.02684997072403	1.23566208386768e-16	0.820599193589547	EBM
GNAQ	1.10252764495041	1.90451193470891e-16	0.833903264771432	EBM
ERN1	0.86139923430798	4.66373679407216e-16	0.752130863063339	EBM
GALC	1.04503349642246	6.93835159054931e-16	0.768675887646949	EBM
EREG	1.42709931584125	7.73839992891561e-16	0.832325320267442	EBM
GNAS	0.768281042592431	1.13754798537064e-15	0.837203763248779	EBM
RUNX1	1.13916448936405	1.18446432660876e-15	0.833988329165178	EBM
CPA3	1.51468256542953	1.64083288298025e-15	0.808554075435104	EBM
P4HB	1.06012363427724	1.90396491685197e-15	0.834728389390769	EBM
UGGT1	0.967549783960859	2.16167502409358e-15	0.814797801936066	EBM
TPSB2	1.56768566556221	2.82043156103255e-15	0.723872471460896	EBM
IRF2BP2	1.05786033269746	3.19385243474432e-15	0.83168308409466	EBM
VAT1	0.735310318911081	1.6073267852532e-14	0.79460351486075	EBM
HNRNPA0	0.717201582757899	2.092651760866e-14	0.809272869562259	EBM
CXCR4	1.16340989508016	3.04617640582792e-14	0.820088807227071	EBM
EDEM3	0.748011453321297	3.39660281183464e-14	0.788504397829157	EBM
MYB	0.96510592979801	6.78993682956053e-14	0.818834107419316	EBM
NT5DC2	0.851763694619506	1.38201145819989e-13	0.73503291992038	EBM
COTL1	0.773953389873434	1.90262825725286e-13	0.803178005750353	EBM
MLEC	0.836212881582274	2.12331562340432e-13	0.801706391738546	EBM
CITED2	0.938108022138352	2.87606420253768e-13	0.799494717501148	EBM
FNDC3B	0.829918957019786	3.79937201261743e-13	0.76588152231239	EBM
BTG1	1.05948442622041	7.19326479449183e-13	0.805776722979295	EBM
GLTSCR2	0.793357781695206	8.14308037516342e-13	0.809387706493816	EBM
LTBP1	0.704488077603924	8.42548984248356e-13	0.681000017012879	EBM
HNRNPH1	0.757828789611852	2.08668973374603e-12	0.80562786029024	EBM
LMAN1	0.979716111740603	4.27065922732706e-12	0.800723897990779	EBM
OGT	0.848335404720163	6.58329950583189e-12	0.798652580003062	EBM
FOSL2	1.01337414032128	9.29514488211259e-12	0.754376563058235	EBM
BOD1L1	0.881334028409418	1.23998993971894e-11	0.789380561084741	EBM
CALR	0.759017936355831	1.47479332525768e-11	0.796866227734395	EBM
PIKFYVE	0.709503606214139	1.69983544834117e-11	0.785220912230559	EBM
TRIM28	0.788133633047808	2.29542664398922e-11	0.791872947821501	EBM
ZEB2	0.743784229892042	3.31403753030977e-11	0.791502917708706	EBM
ACIN1	0.709465400598693	3.44393653549624e-11	0.785914187039589	EBM
HNRNPLL	0.718756503930514	4.63005199738614e-11	0.726739141530138	EBM
GSE1	0.865994262484981	5.29858236827281e-11	0.782260671328195	EBM
GNAI2	0.711472593626047	8.56346951082322e-11	0.786943466203916	EBM
CREB3L2	0.706644969878935	2.02962973271048e-10	0.765468960002722	EBM
CANX	0.795753712444518	2.3476979342994e-10	0.783961959203117	EBM
ADRBK1	0.80154792986583	2.83446290031822e-10	0.782481838751935	EBM
TNRC18	0.850009344909561	4.96142356751288e-10	0.76335936303782	EBM
DENND1B	0.73876127850534	5.63118555508323e-10	0.749740553599075	EBM
ITPR2	0.816997268116465	5.79852034093399e-10	0.763316830840947	EBM
RNASE2	2.04112590075173	2.25686562291194e-09	0.738541826162405	EBM
JUND	0.836883851524224	4.55276085171342e-09	0.766459960189864	EBM
RBM26	0.723190044393256	5.12359662246762e-09	0.765860256213954	EBM
SRSF11	0.747886203323791	9.58538918731493e-09	0.765877269092703	EBM
NKTR	0.873478167177564	1.49381940587438e-08	0.763597543340309	EBM
GLUL	1.10999210675687	2.45136066388341e-08	0.761003079331054	EBM
GK5	0.721242541285357	3.62596784111036e-08	0.70523911601082	EBM
H1FX	0.792600665532729	7.61785653947204e-08	0.750676261930281	EBM
LPCAT2	0.790065538060278	7.99422640639452e-08	0.737942122186495	EBM
ACSL4	0.975427531802486	9.01339664500841e-08	0.729265554024397	EBM
BPTF	0.85641526821868	1.15742523185578e-07	0.751229180489631	EBM
SNRNP70	0.804066057872699	1.54636066121671e-07	0.739158543017064	EBM
TET2	0.833292998527804	1.8014572051556e-07	0.741697715170384	EBM
FAM120A	0.714919714316219	2.08255202653077e-07	0.738397216693037	EBM
RIF1	0.730192084011814	3.24382510698459e-07	0.746499600197349	EBM
ANKRD11	0.738778262481907	3.77101441243994e-07	0.742514333350346	EBM
CLINT1	0.709625273925503	4.31067167119966e-07	0.745466067813335	EBM
SNX5	0.794884590573382	5.4614423097447e-07	0.742144303237551	EBM
HGF	0.726290727537221	5.72509843087654e-07	0.70400993552119	EBM
ACTN1	0.744255620126637	8.98575355649742e-07	0.731460215383045	EBM
PTPN7	0.708592683240256	1.19106323395577e-06	0.729112438115654	EBM
ACSM3	0.736529393567636	1.81942817214779e-06	0.701190050868507	EBM
CDK6	0.766685049068791	2.27862804505536e-06	0.736559825788122	EBM
FAM117A	0.783643601771964	2.43026266987949e-06	0.730545773150275	EBM
FCER1A	1.31994022482589	2.53833301541558e-06	0.723846952142772	EBM
FAM129A	0.841410409604161	2.77102401609731e-06	0.710959696490243	EBM
NR4A3	0.735827946719517	3.00981973521676e-06	0.601826332533728	EBM
BRD4	0.704625528802336	1.12931616184565e-05	0.723995814831828	EBM
GOLGA8B	0.739746254186302	1.22498308249869e-05	0.724561493050239	EBM
MADD	0.735201715480609	2.25736562914537e-05	0.701891832116913	EBM
C1orf186	0.749753144749201	2.78604653361736e-05	0.670400993552119	EBM
KIT	0.77279081243815	3.51732695500089e-05	0.705821807107981	EBM
AKAP17A	0.755529328102362	4.00677461088693e-05	0.704120519233059	EBM
RFX8	0.702930382895435	4.91836084728988e-05	0.644384048724885	EBM
RAD21	0.727115232208265	5.04459771948644e-05	0.717718062573368	EBM
HPGD	0.721701913157907	0.000126501150876348	0.600358971741608	EBM
HERC1	0.773847689998263	0.000152790648999112	0.708288674526617	EBM
NFATC2IP	0.708023274917662	0.000299374591630485	0.689617040099355	EBM
UNC13D	0.706392095236497	0.000478322640651043	0.695992616410623	EBM
SEMA4D	0.864627952317489	0.000483055269859258	0.687618026846323	EBM
PDZD8	0.722639996544062	0.000491881752008082	0.696422191599041	EBM
ITM2A	0.79811503016076	0.000804863577343243	0.699841780227632	EBM
ADAM8	0.856095331126575	0.00162696952761919	0.674777556610354	EBM
PTCD3	0.747946935413023	0.00377287066032362	0.687643546164446	EBM
TFRC	0.799803578612753	0.00465246136971024	0.688502696541282	EBM
PLIN2	0.779110494908747	0.0104200323168242	0.677754810391466	EBM
SPIB	1.60985229383386	5.25826971233023e-49	0.805165546928431	MD
TGFBI	1.02581278479997	1.46262077250195e-47	0.733817435732389	MD
LILRA4	0.808423877241138	5.00182751834028e-46	0.681644003701171	MD
MPEG1	1.4206431295657	1.2731423192769e-45	0.785382387255099	MD
LILRB4	0.895987092789082	1.83179655638258e-35	0.729427324294967	MD
IRF8	2.41191786547503	7.29823654085007e-31	0.951492537313433	MD
PLD4	1.49248854939957	2.29875991077148e-30	0.901214949511204	MD
CYBB	0.760494900032478	5.32851367543549e-28	0.807609526491532	MD
GPR183	1.12869031423236	1.55979699895602e-27	0.745916643199099	MD
SAMHD1	1.66777599494113	2.50743295916244e-25	0.822283461399203	MD
RNASE6	1.18121839886272	4.74220636273161e-23	0.782631653055477	MD
LSP1	1.2836878219331	6.86837846750224e-23	0.92894355714688	MD
FAM129C	1.18393502975559	1.30374481435239e-22	0.775842820935753	MD
CCDC50	1.40622494087604	3.27040959883116e-22	0.85476928028322	MD
LGALS1	2.14042123527879	1.07181440664004e-20	0.8988464014161	MD
FCER1G	1.29933054993898	2.57378019220984e-19	0.819764050368106	MD
BLNK	0.796114224255378	3.57811600209132e-19	0.838888441887597	MD
C12orf75	1.2435913178795	6.00311678949512e-18	0.83707808665567	MD
RUNX2	1.18326258688017	8.37815266109185e-18	0.857434525485779	MD
AFF3	0.760661956094185	4.52084842706354e-17	0.81364907269582	MD
UGCG	1.63453097612726	1.87042819852235e-16	0.776360783682665	MD
ARL4C	0.7583129489048	4.65398282816754e-16	0.751548859476204	MD
TYROBP	0.798690832296824	4.5784265840167e-15	0.815514744337611	MD
CST3	1.42278756054492	1.20248987970294e-12	0.830772015931126	MD
LCP1	0.861199945923095	2.09246498002839e-12	0.832270587761999	MD
CRIP1	0.756628370388338	4.95486993027774e-12	0.731594721808746	MD
IRF7	1.17742701625285	7.84658779122401e-12	0.751790240173794	MD
MAPKAPK2	0.99338593299864	3.17959625195754e-11	0.780222874844108	MD
PLAC8	1.20762479833384	4.38819104327325e-11	0.817355272156737	MD
VIM	0.706618592673553	5.74014114612385e-11	0.81602767831999	MD
CAPG	0.751590454494459	9.85852544292589e-11	0.802470129138673	MD
CORO1A	0.810654981352988	2.24459320912795e-10	0.804159794021805	MD
PLP2	0.785957244134901	2.91852677194512e-10	0.805899746550268	MD
ITM2C	0.868161588981956	9.64792904971658e-10	0.798960051494549	MD
DPYSL2	0.748838235046665	1.19814599209756e-09	0.779503761515871	MD
FYB	0.732352521151207	2.20074522482575e-09	0.742245645089914	MD
HLA-DMB	0.702457300620966	2.83893750538416e-09	0.775415375950437	MD
SFT2D2	0.703419150885015	2.85728493822732e-09	0.770814056402623	MD
ERP29	0.746214948464624	1.12338854576032e-08	0.787092167196363	MD
PIK3AP1	0.802472565171289	1.20851902513812e-06	0.733540853683067	MD
TCF4	0.903777595946777	2.85645296352151e-06	0.755647302570704	MD
JCHAIN	1.15633132872931	4.35493348026934e-05	0.707687975218248	MD
ANXA2	0.835135681857688	0.000167884301200782	0.681960815866758	MD
TOP2A	1.05087820032385	0.000479379064286306	0.694884740716901	MD
TMPO	0.766535144933707	0.000623374255980094	0.717695216639176	MD
RGS2	0.843530248775828	0.00645613740426552	0.681332220300117	MD
MKI67	1.10671977605385	0.0193992904290948	0.657601480468278	MD
IL4R	1.46402548985325	3.12835644811999e-84	0.852904426764586	Naive B
ADAM28	1.31133704150436	1.2484862632206e-82	0.842065596808559	Naive B
FCER2	1.27337796592446	7.6242856041013e-74	0.824181739879414	Naive B
CD83	1.04147817566474	1.5620884262095e-60	0.812956163017363	Naive B
COL19A1	1.04057650020894	2.28874060394111e-55	0.728505088625958	Naive B
HVCN1	1.00175899592654	1.04294140023977e-52	0.785657214742282	Naive B
CCR7	1.11973540398831	7.57585649220847e-52	0.727325014733215	Naive B
SELL	0.985859841281	1.19508293724829e-50	0.775547962282968	Naive B
CD69	1.00213328388914	1.65077418478619e-50	0.789669182646539	Naive B
BIRC3	0.873500649126809	6.85833595238084e-46	0.774091640600209	Naive B
PLPP5	0.814361068963218	4.78544581506653e-38	0.743514551883585	Naive B
BTG1	0.702206690809802	2.55794459386544e-35	0.744603959834988	Naive B
43891	0.87273765570196	1.32081543248762e-29	0.704168366653067	Naive B
TMEM154	0.733006436949472	1.41788481709185e-23	0.687953329706696	Naive B
CD40	0.712025852041761	7.00527848631016e-21	0.676414672015957	Naive B
ADK	0.873224670960259	5.36472797486887e-17	0.658441565800807	Naive B
CNTNAP2	0.799390164750825	1.39732247103159e-16	0.608830296024298	Naive B
PDE4B	0.701804152132994	3.5302375504529e-16	0.667594575910059	Naive B
SMAP2	0.714540561666164	1.86167751762712e-15	0.660423466612267	Naive B
C1orf162	0.734246727903446	2.29277754858158e-15	0.645011673239947	Naive B
PCDH9	1.47313369152227	4.37185275217257e-82	0.870021097046414	Pre-B/Regulatory B
TCL1A	1.3292759251166	1.73183214040431e-80	0.873830620855937	Pre-B/Regulatory B
CD79B	0.871023157333358	2.82586611991815e-60	0.825241109101869	Pre-B/Regulatory B
BMP3	1.0535035954935	1.54895349365052e-55	0.714852320675105	Pre-B/Regulatory B
BCL7A	1.07090553226792	3.23539657437133e-54	0.8066063893912	Pre-B/Regulatory B
NEIL1	1.09280258389075	6.29338776959972e-53	0.795779083785413	Pre-B/Regulatory B
CCDC191	1.44682527586995	1.4792445632203e-51	0.769028028933092	Pre-B/Regulatory B
HCK	1.09909011007195	2.62306525692028e-51	0.759562989752863	Pre-B/Regulatory B
ACSM3	1.46317935422978	7.67146668068027e-51	0.735015069318867	Pre-B/Regulatory B
SOX4	1.02166100872491	1.35456963579698e-38	0.758137432188065	Pre-B/Regulatory B
AFF3	0.914037021197084	2.90840579615447e-38	0.760578661844485	Pre-B/Regulatory B
HRK	1.14801396706453	2.11921646101292e-36	0.714882459312839	Pre-B/Regulatory B
KIAA0226L	0.78564636393223	4.51748883226778e-34	0.745192887281495	Pre-B/Regulatory B
DNMT3B	0.803995761743528	6.55305453350027e-34	0.634770946353225	Pre-B/Regulatory B
CD24	1.01770692777859	7.20424644189348e-34	0.745301386377336	Pre-B/Regulatory B
BACH2	0.8896913617255	1.10272828592577e-30	0.730836347197107	Pre-B/Regulatory B
LAMP5	1.00687962328548	1.36846408685291e-30	0.633575949367088	Pre-B/Regulatory B
APBB2	0.805101863523224	7.15523633445775e-29	0.658535262206148	Pre-B/Regulatory B
ADAM23	0.703634129252653	9.1715582072429e-29	0.644698613622664	Pre-B/Regulatory B
NSMCE1	1.50332693104862	1.84533324706762e-28	0.706943942133816	Pre-B/Regulatory B
CDC25B	1.0146878276258	1.31297761131564e-27	0.696567209162146	Pre-B/Regulatory B
ZEB2	0.839603031057613	5.08174891996138e-27	0.716027727546715	Pre-B/Regulatory B
WASF1	0.922022637387314	6.41336364028849e-27	0.668447860156721	Pre-B/Regulatory B
SYK	0.784761261651828	1.23268367999452e-26	0.719095840867993	Pre-B/Regulatory B
HIST1H1C	1.26405304530104	3.25098745624668e-26	0.710079867389994	Pre-B/Regulatory B
TFDP2	0.867347566142929	3.57148769597233e-25	0.692298071127185	Pre-B/Regulatory B
CCDC112	1.02586460367413	6.53164754307829e-25	0.679766425557565	Pre-B/Regulatory B
CDHR3	0.808567868234655	6.36964862399937e-24	0.626377335744424	Pre-B/Regulatory B
HIST1H2AC	0.94957126354447	1.96809013894306e-22	0.682117239300784	Pre-B/Regulatory B
GAS7	0.961784895623054	4.90279035201265e-22	0.642323688969259	Pre-B/Regulatory B
YBX3	0.720515786506152	1.50622350897476e-21	0.695800180831826	Pre-B/Regulatory B
AEBP1	0.706247878640541	5.51615001977725e-20	0.662828511151296	Pre-B/Regulatory B
SPTBN1	0.822883176571509	2.15587698435552e-18	0.683530741410488	Pre-B/Regulatory B
DTX1	0.936165743774692	3.17525274483377e-18	0.650397830018083	Pre-B/Regulatory B
ZNF106	0.846809140885121	2.21794938794912e-17	0.678535262206148	Pre-B/Regulatory B
KANK2	0.842770979788706	4.85059560165453e-17	0.628547317661242	Pre-B/Regulatory B
HIP1	0.809260964781751	5.25799242789904e-15	0.636946955997589	Pre-B/Regulatory B
THUMPD1	0.927715181067343	3.58721592541932e-13	0.653086196503918	Pre-B/Regulatory B
TIFA	0.774503514990525	3.45436567840436e-11	0.641689270644967	Pre-B/Regulatory B
LHPP	0.830764865206808	5.44854930787995e-11	0.626395418927065	Pre-B/Regulatory B
PPP1R14A	0.745643788399673	1.07325049801733e-09	0.617634116937914	Pre-B/Regulatory B
STIM2	0.759079671353204	1.2942785555207e-09	0.630295358649789	Pre-B/Regulatory B
RGS16	0.967701502616084	2.67746911138442e-09	0.609653405666064	Pre-B/Regulatory B
DDX54	0.956045270163985	5.21531554560489e-09	0.616097046413502	Pre-B/Regulatory B
EMP2	0.735799114595346	1.65617239854548e-07	0.573559373116335	Pre-B/Regulatory B
LDLRAD4	0.755346917603245	1.53203957513717e-06	0.606760096443641	Pre-B/Regulatory B
RP1-34B20.21	0.73498957109341	5.8178791988822e-05	0.581048824593128	Pre-B/Regulatory B
